amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
25.62,2.37,1,2.5,1,0.2,116.35,5.33
52.68,6.01,1,4.08,3,0.18,1499.2,0.5
30.69,5.37,3,6.14,2,0.11,398.88,3.96
39.14,13.83,2,0.0,2,0.2,515.36,11.6
224.49,4.71,2,0.0,0,0.26,1613.44,3.62
39.7,3.5,3,1.8,0,0.11,36.89,4.1
65.51,205.92,1,2.46,1,0.2,632.32,0.43
75.04,24.2,2,5.36,1,0.2,527.55,1.84
23.61,0.65,1,4.46,1,0.23,304.25,9.32
26.33,18.03,2,0.0,2,0.25,3307.77,0.3
20.24,6.29,1,1.15,0,0.26,687.96,2.14
25.73,2.74,1,0.0,4,0.15,570.28,0.3
5.9,7.07,1,0.0,1,0.44,1169.24,0.36
75.22,11.41,1,3.17,1,0.04,1360.69,3.8
233.38,14.48,1,2.28,3,0.11,304.53,0.85
55.86,4.57,1,5.32,1,0.27,361.14,4.82
17.28,26.1,2,0.0,1,0.15,38.68,1.22
30.87,0.84,1,1.95,1,0.07,3650.0,1.44
35.44,20.16,1,0.92,1,0.38,10.0,11.07
23.31,4.24,2,5.15,1,0.08,653.81,5.49
95.31,210.29,2,0.2,2,0.04,588.55,9.13
91.81,333.52,1,2.43,1,0.1,1633.02,1.84
21.02,0.98,1,0.0,3,0.1,71.89,0.06
86.13,416.33,2,4.9,2,0.09,373.25,94.41
157.14,10.84,1,5.67,1,0.11,1280.98,7.94
208.29,6.24,1,0.61,0,0.34,3650.0,4.72
428.77,368.4,1,0.37,2,0.14,3650.0,10.98
25.42,5.73,3,2.53,1,0.3,198.49,6.52
415.79,12.06,1,0.36,1,0.35,74.3,35.64
38.34,1.37,1,4.29,1,0.05,677.38,14.35
32.06,272.49,2,2.91,1,0.22,36.09,0.32
63.9,15.43,1,4.53,5,0.18,634.29,11.27
32.31,34.89,1,0.0,1,0.37,2895.88,17.87
67.44,0.08,1,0.0,1,0.05,1845.65,0.56
18.58,2.67,3,2.73,1,0.24,47.01,4.59
41.8,13.82,2,5.38,2,0.19,22.36,1.74
131.13,7.63,2,0.13,2,0.07,543.47,1.2
47.91,3.44,1,2.92,1,0.19,117.34,1.46
55.6,26.87,1,0.67,1,0.29,462.19,5.36
71.41,1.66,1,4.12,0,0.09,1197.96,4.28
120.3,2.06,1,0.23,2,0.27,409.04,0.93
14.45,351.09,2,2.55,3,0.46,454.15,2.83
77.51,155.11,1,4.24,1,0.06,83.03,11.61
40.89,11.2,2,0.0,7,0.1,2343.89,6.27
56.66,451.37,1,3.2,3,0.24,1750.42,2.3
110.72,60.53,1,1.28,2,0.11,472.9,2.38
20.42,1.84,2,3.69,1,0.19,814.33,14.25
23.4,7.25,1,2.74,4,0.39,679.51,82.63
11.71,0.16,2,1.16,0,0.52,243.24,10.17
33.12,6.71,1,1.81,2,0.06,262.02,2.75
135.62,5.35,2,0.0,2,0.06,692.02,0.2
45.68,5.26,3,3.74,2,0.32,550.84,1.81
18.3,10.37,1,5.8,0,0.14,520.68,71.84
34.74,3.94,1,0.91,3,0.36,1816.48,0.42
16.38,26.59,1,1.92,1,0.4,23.72,0.23
21.5,0.76,2,5.14,5,0.19,3248.38,42.37
66.93,343.22,1,0.0,3,0.14,1568.45,1.05
20.73,6.0,1,3.01,1,0.06,2252.61,0.13
115.18,0.57,2,5.35,3,0.28,1043.6,13.54
47.4,1.82,2,0.74,1,0.09,334.02,2.18
53.32,18.63,3,0.92,1,0.22,737.21,93.53
40.58,368.49,1,4.66,0,0.18,590.92,2.25
89.27,0.29,1,0.0,0,0.32,194.9,5.7
89.96,19.05,2,3.72,2,0.25,3650.0,7.74
64.28,3.58,1,2.75,1,0.18,359.72,2.29
76.37,0.08,2,4.27,1,0.06,42.67,1.07
42.65,11.48,2,1.75,0,0.03,670.46,43.37
75.09,25.88,1,5.07,1,0.1,113.61,1.82
38.81,6.9,1,1.23,1,0.08,1758.18,0.62
50.08,36.01,1,0.0,1,0.12,33.61,0.67
40.69,9.99,1,0.0,1,0.37,52.42,0.41
35.48,2.34,1,0.0,2,0.2,1561.79,7.8
29.82,31.58,2,3.35,1,0.32,135.87,11.04
71.01,22.08,1,0.5,1,0.35,828.68,0.4
133.62,0.38,1,1.96,0,0.05,980.18,9.46
120.34,0.82,1,2.18,3,0.45,3650.0,7.68
19.48,16.17,1,0.45,0,0.33,293.52,10.21
131.49,7.55,1,2.31,2,0.38,350.77,1.42
39.39,0.44,1,3.88,3,0.57,68.17,14.69
78.46,5.51,1,2.07,1,0.27,51.63,1.72
25.34,14.87,1,3.84,3,0.12,526.66,3.88
55.62,10.2,1,1.25,1,0.31,1075.04,7.32
63.26,16.78,2,2.53,1,0.05,1085.01,3.49
16.42,34.02,1,2.19,1,0.46,1499.38,17.3
78.9,3.91,1,4.15,3,0.3,776.04,3.79
137.2,2.46,3,2.85,1,0.11,1576.56,90.82
43.86,2.45,2,0.72,2,0.18,198.92,0.29
138.68,3.49,1,2.98,0,0.29,1005.52,1.36
43.37,1.19,1,0.09,2,0.45,1506.39,0.19
94.56,20.53,2,2.81,1,0.12,846.25,2.17
9.47,12.1,1,1.94,1,0.06,1286.65,2.23
306.77,210.53,1,2.3,0,0.02,152.71,1.38
153.49,9.25,1,1.92,2,0.13,585.23,1.45
40.39,10.24,3,0.78,0,0.47,1906.03,1.4
11.39,2.0,1,0.53,1,0.12,382.57,4.23
62.06,2.13,1,4.16,0,0.32,2292.21,6.28
16.93,2.2,1,5.76,0,0.06,3650.0,10.42
69.8,1.08,1,2.54,0,0.14,150.15,0.76
68.08,1.99,1,2.06,4,0.57,159.76,3.61
24.68,15.6,3,0.0,0,0.06,469.77,19.71
115.9,1.74,1,0.0,1,0.44,827.76,7.03
91.49,1.05,3,0.0,1,0.42,1439.36,0.32
103.95,18.47,1,3.06,0,0.42,69.8,77.14
50.33,441.55,1,0.0,1,0.28,1521.41,3.93
17.29,8.48,1,3.32,1,0.15,178.54,4.01
104.11,463.73,1,0.0,2,0.3,88.89,0.99
40.82,218.89,1,2.32,3,0.07,923.28,0.62
17.63,1.76,2,1.18,1,0.38,80.3,7.02
137.83,9.32,1,0.0,1,0.04,75.91,5.78
241.43,14.24,1,0.0,1,0.14,961.38,84.41
48.48,347.12,2,0.0,2,0.01,1199.82,8.5
252.49,5.29,1,0.0,1,0.22,2516.41,8.01
53.54,8.05,1,6.45,1,0.09,3157.6,1.88
37.59,3.63,1,4.61,6,0.16,648.11,0.78
31.16,4.85,1,2.36,2,0.1,1032.44,4.48
170.69,464.2,2,1.27,3,0.23,1505.51,2.24
27.85,11.73,1,0.83,1,0.21,2565.7,22.56
86.79,6.54,3,2.22,2,0.34,22.36,6.03
32.87,64.21,2,0.86,2,0.12,246.03,0.43
35.4,2.2,1,0.84,1,0.28,743.12,0.72
108.28,3.78,1,2.97,1,0.26,263.51,10.23
37.6,23.67,2,0.0,2,0.07,727.39,1.11
36.91,5.79,2,0.0,0,0.18,1136.68,2.01
116.94,19.0,1,0.83,1,0.13,1467.99,1.59
165.68,13.25,3,4.9,3,0.11,1807.39,4.5
81.09,134.26,3,0.0,3,0.12,3650.0,6.19
30.6,462.18,1,0.0,2,0.33,2117.17,22.01
34.09,2.25,2,0.73,1,0.1,426.78,4.52
53.09,18.95,1,0.0,1,0.07,343.16,2.06
63.61,5.92,1,5.01,2,0.49,359.46,62.81
23.83,8.93,1,2.2,1,0.2,96.59,8.58
86.0,1.87,1,0.0,3,0.56,1087.76,7.38
53.31,6.05,2,1.74,1,0.21,10.63,8.14
13.81,3.46,1,1.92,3,0.13,346.01,6.16
24.91,18.62,1,1.52,3,0.11,1456.99,0.65
34.26,13.79,2,1.67,2,0.15,633.34,0.5
47.34,272.53,1,1.74,1,0.2,532.61,51.22
206.23,5.17,1,2.62,0,0.4,1542.36,0.07
59.78,1.57,1,2.75,2,0.31,514.79,0.21
26.61,324.42,1,0.0,2,0.13,641.74,6.18
59.0,1.84,2,2.12,2,0.13,680.23,1.14
38.4,12.99,1,2.36,0,0.2,705.39,3.49
63.79,268.69,1,0.78,1,0.07,107.08,21.42
77.28,9.05,1,5.41,0,0.2,751.04,3.1
123.83,16.39,1,1.83,2,0.06,489.4,0.87
49.1,25.49,1,3.01,3,0.42,2299.38,1.66
170.93,2.21,1,1.1,0,0.26,12.61,1.38
98.79,18.61,1,1.39,0,0.25,726.53,2.81
29.41,7.49,1,2.69,0,0.12,3650.0,0.34
262.28,15.98,1,0.0,0,0.26,15.36,4.19
63.9,5.25,1,3.49,3,0.15,1174.06,1.12
26.73,0.59,1,0.0,4,0.33,30.35,54.25
172.73,76.85,2,3.76,2,0.32,1984.02,10.28
237.54,15.02,2,1.46,0,0.33,218.69,8.58
48.78,29.75,1,6.12,0,0.03,1743.92,10.96
34.27,8.7,2,3.97,2,0.32,2484.57,21.14
43.94,12.33,3,3.98,1,0.2,146.35,3.92
85.46,11.93,1,2.29,2,0.27,103.46,12.41
130.38,1.21,2,4.02,2,0.2,1811.63,1.87
76.7,2.34,1,3.52,1,0.26,192.52,34.44
53.96,403.37,3,0.0,0,0.31,54.82,12.51
153.78,12.86,1,0.26,0,0.43,249.48,5.32
39.54,2.18,3,0.14,2,0.13,229.8,1.73
108.33,21.83,1,0.44,1,0.15,1122.78,2.63
40.28,26.05,1,1.49,1,0.06,638.66,2.74
69.08,2.98,2,3.03,1,0.31,1450.91,5.13
45.92,5.96,2,4.35,0,0.06,269.0,2.2
47.95,12.04,2,3.21,1,0.25,675.05,4.49
37.67,1.48,2,4.48,0,0.04,111.5,0.86
137.09,14.98,2,0.0,2,0.13,638.9,4.08
28.86,360.63,2,0.99,2,0.16,691.95,65.33
28.7,25.13,1,1.48,1,0.37,2424.81,3.15
245.37,7.81,1,0.67,1,0.03,2970.31,4.74
104.11,2.36,1,0.0,3,0.24,2081.83,26.78
8.36,3.6,2,2.78,1,0.14,2556.65,0.96
32.72,9.74,1,0.59,1,0.18,47.67,98.95
12.85,2.74,1,3.61,4,0.27,1753.28,1.69
24.51,0.22,1,0.0,2,0.47,68.91,2.4
4.75,18.02,3,3.73,2,0.28,848.28,0.52
45.12,9.46,1,2.43,1,0.16,89.12,1.79
21.23,11.51,1,2.43,1,0.44,1565.29,0.29
52.3,19.51,1,2.49,2,0.16,10.0,8.6
14.78,10.61,1,1.84,1,0.23,484.3,2.93
53.21,14.84,1,1.87,2,0.35,754.0,1.47
36.63,11.51,1,1.46,0,0.12,315.96,6.5
154.24,0.08,1,2.6,1,0.05,703.68,50.17
144.1,330.83,2,3.1,2,0.12,2089.02,3.92
90.11,1.75,2,1.09,1,0.02,941.65,1.06
39.14,147.08,1,4.78,0,0.09,805.37,0.88
221.64,14.05,2,1.27,1,0.12,3650.0,3.57
15.6,5.19,2,0.6,1,0.15,494.3,12.29
17.45,5.47,2,1.7,2,0.02,2136.68,21.8
46.95,8.82,1,0.47,1,0.42,1040.58,2.65
271.12,3.98,1,2.93,2,0.14,1492.44,3.45
42.96,4.36,2,1.72,1,0.21,374.0,7.57
43.58,4.81,1,3.47,1,0.21,943.27,7.79
16.96,12.96,1,1.88,2,0.13,1887.05,9.91
101.64,4.2,1,1.81,2,0.05,982.5,2.24
102.2,16.16,2,1.18,1,0.34,1126.95,4.0
90.36,4.01,1,3.65,2,0.15,715.5,2.59
31.19,54.9,1,1.51,1,0.1,135.9,1.17
29.43,14.12,2,2.53,0,0.24,1383.9,3.29
18.96,74.89,2,4.09,3,0.19,1187.02,5.46
53.25,3.95,1,1.82,0,0.5,685.06,2.4
22.24,123.16,1,1.8,1,0.31,516.12,13.01
20.68,13.96,2,1.54,0,0.24,1099.27,1.01
36.39,2.67,1,2.38,1,0.08,1204.32,5.85
34.65,0.3,2,3.61,1,0.21,482.45,36.57
33.4,14.07,2,3.55,1,0.27,366.29,0.74
70.94,10.23,1,2.98,4,0.31,3503.02,2.22
53.05,29.61,1,4.42,1,0.24,3650.0,10.05
40.28,0.36,1,2.17,1,0.1,468.53,2.41
57.36,1.49,2,4.81,2,0.16,3239.31,5.22
23.77,7.65,1,4.1,2,0.07,878.72,30.99
54.11,2.75,1,0.69,1,0.06,14.17,4.14
55.98,269.86,1,3.57,0,0.22,117.45,0.9
16.2,4.12,1,0.0,3,0.17,248.72,4.62
105.51,13.99,1,4.4,2,0.14,1681.53,0.62
25.81,25.54,1,1.86,2,0.05,1322.11,1.12
53.5,406.84,2,0.45,2,0.12,1748.15,95.85
119.74,10.45,1,0.0,3,0.08,734.17,0.6
100.11,9.2,1,1.73,2,0.43,825.02,12.91
51.3,379.08,2,4.43,2,0.35,46.45,1.41
38.1,7.07,2,2.49,3,0.24,240.49,3.15
101.76,13.45,2,1.21,2,0.18,617.15,4.95
82.93,0.03,1,1.62,1,0.15,1603.71,12.53
31.45,408.74,1,4.66,0,0.09,1037.9,10.75
27.55,29.38,1,3.4,0,0.19,970.97,9.33
10.57,13.09,2,1.92,2,0.14,2240.12,4.26
56.12,9.19,2,3.87,6,0.3,920.74,1.19
46.99,459.34,2,3.59,0,0.18,320.12,1.36
117.23,1.97,1,0.22,2,0.12,667.68,10.3
65.45,11.59,2,1.31,3,0.23,1253.38,4.48
136.01,11.31,2,4.84,4,0.21,1780.56,2.83
29.64,7.85,1,3.35,1,0.25,757.23,26.67
117.41,23.88,1,5.54,0,0.13,1660.75,5.57
33.63,1.49,1,3.2,2,0.4,3650.0,3.53
89.59,6.57,1,0.58,2,0.11,64.0,4.87
16.74,7.47,1,1.96,5,0.18,1311.5,3.96
59.64,17.7,2,3.57,0,0.24,2618.85,4.75
11.29,36.6,2,1.98,0,0.1,693.56,18.42
40.92,3.94,3,2.12,1,0.2,479.55,12.83
69.57,14.16,1,6.07,2,0.21,802.12,1.94
33.83,19.12,1,1.53,1,0.06,2383.63,0.54
22.74,0.18,2,2.64,3,0.31,1910.28,6.73
94.31,493.29,1,2.52,3,0.16,916.74,1.91
46.27,3.17,1,3.83,2,0.21,2685.28,2.35
34.63,12.05,2,2.52,1,0.14,1288.99,18.46
51.6,0.1,1,2.26,1,0.3,471.75,0.99
361.23,84.22,1,6.03,1,0.21,271.84,0.28
118.77,4.53,1,1.8,3,0.04,997.12,3.08
119.58,2.29,3,3.47,2,0.32,1434.7,2.28
69.32,13.38,1,0.0,1,0.49,1095.03,0.63
56.65,18.72,1,2.0,0,0.11,953.27,0.52
8.29,1.14,3,1.81,1,0.18,94.41,0.46
30.05,1.58,1,1.86,0,0.15,910.77,1.2
34.87,0.66,1,0.0,0,0.03,10.62,6.91
12.25,1.01,1,1.29,0,0.17,41.11,0.69
20.99,16.9,1,0.26,3,0.1,289.33,0.51
11.32,2.89,1,4.17,0,0.33,131.85,4.82
48.58,6.04,2,0.27,1,0.23,259.31,5.66
92.4,6.72,1,3.26,1,0.12,3506.74,6.98
114.68,9.78,2,3.35,1,0.15,2717.17,6.7
68.25,13.57,1,0.81,0,0.4,74.64,4.42
24.28,2.52,1,0.3,3,0.02,88.08,5.25
11.74,21.03,1,1.44,1,0.44,871.34,0.26
13.39,7.48,1,1.2,1,0.37,2905.6,0.16
19.3,8.93,1,0.03,1,0.27,1434.63,2.12
25.67,3.51,1,1.41,1,0.06,1166.35,1.82
44.35,16.39,1,2.62,2,0.44,516.3,7.19
23.37,26.7,2,0.0,3,0.14,1220.06,61.77
64.47,10.67,1,1.61,1,0.19,923.19,0.81
42.01,7.3,1,0.95,5,0.04,1567.95,1.25
50.4,10.62,2,2.19,1,0.14,2519.33,0.49
117.59,19.82,1,5.77,1,0.15,1341.27,1.88
20.63,10.86,2,0.0,3,0.31,271.75,9.49
68.45,3.84,2,1.79,2,0.17,650.68,1.17
49.48,38.71,3,2.56,3,0.14,1281.57,5.31
38.94,4.09,1,0.98,1,0.28,1695.53,2.46
97.12,65.89,3,2.74,3,0.49,250.4,4.6
96.67,4.99,2,0.0,0,0.19,818.65,5.06
24.59,6.93,2,1.3,3,0.05,2803.11,0.51
43.62,23.48,3,0.0,0,0.1,1112.88,0.4
61.74,5.62,1,1.51,2,0.28,778.79,3.0
40.74,34.71,2,0.0,1,0.2,1199.69,2.21
77.54,4.31,1,2.63,1,0.17,825.86,0.33
61.74,4.71,1,4.83,1,0.03,343.24,2.06
197.64,9.26,1,2.55,1,0.13,522.83,0.75
15.87,0.1,1,1.85,5,0.13,1781.72,4.55
45.61,489.64,1,0.96,2,0.19,888.01,0.41
25.3,4.39,3,1.44,1,0.05,557.2,7.66
78.66,6.43,2,1.47,2,0.08,119.76,3.09
14.87,9.96,2,2.03,2,0.2,122.19,0.91
64.83,1.78,2,2.95,1,0.54,163.94,7.74
31.17,0.87,1,0.46,2,0.08,2606.0,40.8
28.83,1.35,1,4.29,0,0.23,3152.01,4.4
16.9,11.4,1,1.57,1,0.19,1321.71,4.0
35.28,6.72,1,2.03,0,0.06,49.07,1.13
112.78,7.9,2,4.57,2,0.07,922.15,0.33
49.06,10.83,2,0.0,3,0.28,978.94,9.33
80.06,0.68,1,0.0,2,0.2,3650.0,8.79
174.25,10.68,1,2.78,1,0.35,273.62,12.17
60.94,23.53,1,2.02,4,0.24,1284.12,3.27
32.88,6.99,1,4.97,2,0.12,3650.0,19.33
70.98,0.96,1,0.0,1,0.19,2798.27,1.94
33.24,3.96,1,2.97,4,0.05,437.67,0.36
34.25,4.56,1,1.28,3,0.2,152.41,11.14
15.99,0.04,3,3.9,4,0.35,79.77,2.2
100.15,8.94,1,0.0,0,0.41,61.7,5.13
37.43,3.6,2,1.47,4,0.01,92.19,5.22
57.32,15.93,2,3.46,3,0.14,3650.0,0.27
22.99,17.15,1,0.41,2,0.16,3650.0,4.42
69.34,16.62,2,1.89,2,0.45,122.93,2.02
28.24,20.11,1,2.1,0,0.54,85.41,19.05
44.96,7.6,1,2.67,3,0.21,1092.36,15.03
96.58,6.93,1,0.0,1,0.1,1708.5,3.7
90.48,10.32,2,1.03,1,0.14,1419.72,0.12
49.18,0.79,1,2.99,2,0.19,10.0,1.6
13.28,20.5,1,3.49,3,0.17,570.45,16.64
471.84,8.78,1,2.34,1,0.05,1273.08,1.29
185.2,0.78,1,1.31,3,0.2,1675.83,2.01
85.97,85.69,2,2.19,4,0.42,1185.15,1.45
28.42,8.29,2,3.69,1,0.16,400.05,9.19
45.92,9.83,1,2.4,1,0.13,315.83,3.94
33.26,17.03,1,0.0,2,0.07,1766.28,4.24
129.01,6.11,3,0.0,1,0.29,783.82,2.81
60.88,26.98,2,2.07,1,0.51,293.45,8.03
27.77,0.67,2,0.0,0,0.06,2019.73,8.34
35.13,389.22,1,3.58,3,0.13,1696.72,18.23
115.92,13.88,1,0.14,5,0.13,680.17,1.0
166.02,2.05,2,0.0,2,0.18,1662.69,97.45
157.32,21.56,1,5.38,2,0.2,109.2,8.64
88.22,1.89,2,0.98,2,0.18,2380.44,2.38
41.37,12.25,2,2.57,2,0.04,3650.0,0.69
4.4,13.26,1,3.2,0,0.18,10.93,0.62
62.48,394.03,2,4.9,1,0.22,2015.96,1.26
49.93,5.07,1,0.81,1,0.52,1394.26,1.95
55.53,7.48,2,2.35,3,0.19,1931.58,0.74
52.06,12.11,3,1.76,1,0.39,352.15,0.91
18.49,367.51,3,6.8,0,0.2,3101.88,0.57
75.95,0.42,2,0.0,1,0.33,1789.27,0.4
80.33,0.93,1,1.68,3,0.14,531.34,4.0
83.41,3.46,2,1.97,2,0.18,1553.26,1.3
101.69,10.41,2,1.78,0,0.09,555.22,0.65
78.65,2.9,1,0.0,1,0.14,400.02,6.64
36.76,6.45,1,0.0,4,0.17,157.82,3.54
47.41,0.76,1,0.0,2,0.3,2626.39,8.36
53.54,7.72,1,3.72,0,0.11,263.39,8.66
54.21,1.86,3,1.97,1,0.22,715.75,1.03
105.71,6.92,1,0.0,0,0.11,751.72,1.27
81.03,1.91,1,4.86,1,0.12,34.46,0.05
237.47,3.04,1,5.93,0,0.27,1592.7,11.95
261.62,2.89,2,2.6,1,0.47,1182.5,1.58
53.08,1.86,3,2.85,0,0.15,341.98,7.04
2.81,8.34,1,2.18,7,0.05,2700.51,0.28
126.42,11.51,2,0.75,1,0.14,3650.0,5.58
33.34,2.84,1,0.0,0,0.22,1120.37,0.06
27.41,17.61,1,0.0,0,0.16,1381.01,2.04
37.08,2.58,2,1.89,1,0.16,61.38,4.2
35.77,20.32,1,3.15,2,0.23,571.6,45.55
79.14,1.14,1,1.54,2,0.17,24.98,8.67
15.52,30.77,1,1.81,0,0.19,1269.7,0.13
22.28,30.27,1,2.09,3,0.17,1776.85,7.35
64.68,1.59,1,2.21,2,0.1,126.73,2.37
79.78,13.62,1,0.83,3,0.52,98.49,1.18
80.9,7.01,2,2.83,1,0.31,1733.58,1.02
27.71,6.32,1,0.0,1,0.24,707.44,0.68
24.01,2.23,1,2.61,0,0.25,1873.27,5.57
34.19,19.01,1,0.0,1,0.12,503.75,8.7
59.86,1.02,3,0.0,1,0.11,191.7,11.39
152.34,0.47,2,0.57,4,0.19,463.49,11.17
10.77,0.23,3,2.39,3,0.32,327.47,0.27
42.37,15.4,1,2.47,2,0.08,711.69,9.62
18.4,371.02,2,0.3,3,0.16,2214.61,3.87
14.48,10.12,1,0.0,0,0.13,442.43,7.35
103.26,0.7,2,4.41,2,0.19,1328.75,0.96
75.23,3.8,1,2.13,0,0.14,1018.75,11.49
70.04,348.35,2,1.73,1,0.17,251.96,5.1
99.76,312.05,1,2.73,1,0.29,381.67,7.37
34.89,16.82,1,0.09,0,0.38,231.28,12.8
36.15,2.62,2,4.14,2,0.16,1419.91,2.94
257.58,4.33,3,3.15,0,0.44,137.26,3.45
41.56,0.33,1,1.43,2,0.07,864.01,1.42
86.78,5.56,3,1.88,0,0.31,187.86,14.76
50.24,5.12,1,1.52,2,0.21,219.9,0.74
12.5,6.69,2,4.67,4,0.35,10.0,2.21
10.79,4.01,3,2.86,1,0.13,581.25,0.65
32.39,4.4,1,3.08,0,0.07,1657.34,6.3
110.4,10.53,1,2.14,2,0.22,92.22,4.56
90.31,17.27,1,2.0,3,0.22,1872.61,5.36
99.24,15.28,1,5.76,0,0.29,1854.72,3.63
23.85,384.07,2,1.27,4,0.36,264.18,3.67
167.99,278.35,2,2.44,1,0.1,2065.41,21.38
24.25,263.33,3,6.12,2,0.35,1751.79,12.6
58.65,41.04,1,4.65,1,0.13,1062.41,0.21
49.61,50.33,1,2.76,3,0.07,1779.64,1.98
43.89,7.05,1,0.0,1,0.17,76.51,7.9
136.45,206.21,3,6.34,1,0.36,384.31,1.8
29.46,145.83,1,1.52,2,0.37,340.58,2.22
18.17,4.89,3,2.17,3,0.34,1521.55,2.37
50.76,0.15,1,4.06,3,0.19,1393.24,0.32
37.05,22.6,2,1.59,1,0.23,2216.35,11.54
629.58,28.95,1,2.43,3,0.26,340.36,59.52
83.05,7.9,2,2.13,2,0.12,642.13,3.4
36.78,28.91,1,1.27,2,0.15,18.94,12.39
22.65,1.07,2,2.7,0,0.16,3650.0,7.64
12.2,12.89,2,0.73,0,0.08,529.39,0.37
23.18,10.08,1,0.0,2,0.06,816.25,8.43
54.5,4.38,1,3.08,2,0.16,760.22,13.12
145.84,10.04,2,4.5,0,0.05,493.08,3.62
115.97,14.85,1,0.51,4,0.41,265.19,0.95
59.37,13.69,2,0.95,3,0.13,1371.01,2.68
39.24,5.41,2,2.01,1,0.07,471.73,2.05
61.17,20.11,1,2.01,2,0.18,1116.32,2.12
33.89,15.99,1,0.0,0,0.05,1310.72,1.77
181.42,7.59,2,1.15,1,0.19,1294.53,3.17
43.39,3.02,2,5.59,2,0.4,85.05,64.49
46.86,3.94,2,4.79,0,0.15,3650.0,5.08
9.49,6.11,1,5.41,3,0.15,1425.37,12.61
43.18,17.68,3,3.24,3,0.27,909.59,1.43
93.63,2.13,1,0.94,1,0.27,340.27,83.51
22.45,5.58,2,2.51,1,0.05,164.3,14.83
28.47,12.35,1,3.2,0,0.17,1581.2,4.71
90.61,15.95,1,1.34,1,0.41,501.5,2.96
16.52,420.76,1,0.0,2,0.09,2427.9,6.86
110.54,9.9,1,3.81,3,0.31,2820.91,1.88
33.55,11.71,3,1.1,2,0.05,57.3,0.23
37.36,389.54,1,3.25,3,0.08,868.33,3.18
21.52,2.52,1,0.0,2,0.37,484.05,13.4
66.39,3.55,1,0.72,1,0.01,524.97,84.94
316.37,10.02,1,2.78,2,0.06,957.64,1.58
89.85,15.03,1,3.26,1,0.29,1502.11,4.86
26.15,13.17,1,3.5,0,0.38,797.78,5.85
117.18,6.31,1,1.86,1,0.5,1413.66,44.8
39.43,29.07,1,2.39,6,0.09,3358.37,3.06
140.17,1.07,1,2.78,1,0.11,529.38,0.4
91.56,21.71,1,2.64,1,0.21,587.95,6.87
5.5,2.83,2,3.14,0,0.15,1118.89,0.82
23.55,12.62,2,0.0,1,0.14,40.27,5.51
101.53,3.45,2,5.73,2,0.06,124.8,38.11
56.02,24.73,3,1.63,0,0.09,163.17,1.75
23.2,395.59,2,1.81,1,0.17,863.19,14.39
31.09,24.68,1,1.42,1,0.04,785.46,36.34
11.97,12.09,1,2.46,1,0.12,365.19,17.38
46.79,491.03,3,0.0,1,0.12,855.45,4.97
262.44,3.04,2,1.03,2,0.23,3332.17,1.28
91.44,1.99,1,0.0,2,0.41,1980.42,1.96
258.48,2.42,1,1.06,1,0.3,445.48,2.65
96.91,461.51,3,2.32,4,0.22,3022.09,15.79
108.05,6.94,2,3.14,4,0.08,438.22,0.33
219.77,16.39,1,1.88,1,0.17,852.17,3.37
66.35,0.22,3,2.57,0,0.11,1158.9,14.32
43.45,4.02,3,0.0,1,0.26,938.92,9.1
108.47,3.53,1,2.31,1,0.09,1864.77,4.97
148.77,5.52,2,4.51,3,0.23,833.07,9.62
34.88,40.48,2,2.93,2,0.21,469.36,28.31
29.1,35.27,1,0.51,2,0.07,788.61,1.49
55.49,8.81,2,2.34,2,0.39,2727.05,9.51
93.28,2.68,1,4.73,2,0.14,1238.66,1.37
90.98,2.05,2,3.14,3,0.11,328.88,5.6
17.18,3.6,3,3.19,2,0.06,19.93,4.43
209.71,5.82,1,0.43,2,0.31,927.42,4.5
30.91,23.82,1,1.28,0,0.08,159.48,6.41
40.99,3.88,3,1.86,0,0.02,700.34,2.78
25.41,22.62,3,5.61,2,0.15,282.05,1.69
378.33,3.11,1,0.17,2,0.3,2277.64,2.69
59.95,284.81,3,2.52,1,0.25,139.13,4.15
26.41,5.41,1,3.35,2,0.25,3650.0,4.53
95.58,12.35,1,3.48,4,0.12,117.29,2.17
89.02,9.44,2,1.5,0,0.05,929.64,6.65
43.43,9.37,2,1.35,3,0.11,732.33,1.59
93.92,1.66,2,5.86,3,0.31,1291.74,1.5
26.92,341.68,1,1.46,1,0.24,254.76,2.81
34.55,4.22,1,1.16,0,0.1,559.58,6.86
11.07,31.12,3,3.86,1,0.3,10.0,7.94
18.52,21.09,1,2.26,1,0.04,1109.61,1.7
193.98,0.83,1,0.0,4,0.07,384.88,6.39
171.24,47.54,2,3.96,0,0.31,3182.36,1.57
52.53,4.45,2,1.2,2,0.06,614.0,1.96
174.03,11.59,1,1.18,2,0.06,1183.04,0.97
44.34,21.06,1,7.32,0,0.06,191.57,0.67
41.66,194.81,2,1.53,1,0.03,1640.51,3.2
52.16,29.39,3,2.13,3,0.2,15.12,0.4
45.53,6.2,1,3.83,0,0.17,55.25,0.93
42.55,15.25,1,0.14,0,0.32,1501.18,8.41
117.87,24.4,1,3.12,3,0.27,518.44,6.87
55.96,6.59,2,3.85,1,0.36,55.22,5.71
85.32,5.68,1,4.65,2,0.3,497.08,0.35
108.37,5.5,2,3.32,1,0.17,175.44,1.74
66.9,16.09,1,0.0,1,0.34,630.56,0.37
24.15,13.18,1,2.87,2,0.08,3650.0,0.14
